#,"ML #",St,"Current Price","List Price","Sale Price",Address,"Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total",Type,"Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info",City,"City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date",DOM,"Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
1001,B479267,S,"$113,500","$119,900","$113,500","88 Oakwood DR",14227,14227,3,1.0,"1,192",RES,"$104,000",Full,"Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio","Circuit Breakers - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-Basement, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,$0,09/24/2015,09/24/2015,,07/12/2015,10,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,07/02/2015,"Exclusive Right To Sell",115,39,"Neighborhood Street, Wooded Lot",42.871923,-78.715924,1,range_interpolation,88,"Oakwood Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B466740,S,"$113,000","$117,500","$113,000","38 S Roycroft BLVD",14225,14225,3,1.1,"1,505",RES,"$119,000",Full,"Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",Shed,None,,NEW,Cheektowaga,$0,03/26/2015,03/27/2015,,01/16/2015,6,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,01/10/2015,"Exclusive Right To Sell",133,70,"Neighborhood Street",42.937999,-78.779792,1,range_interpolation,38,"S Roycroft Blvd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B469630,S,"$113,000","$119,000","$113,000","54 Hillpine RD",14227,14227,2,1.0,960,RES,"$111,900","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Patio, Pool-Above Ground","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open, Possible Additional Bedroom",Shed,"Crawl Space, Scuttle Access",,NEW,Cheektowaga,$0,05/29/2015,06/08/2015,,03/20/2015,11,Concrete,,"Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,03/09/2015,"Exclusive Right To Sell",120,60,"Near Bus Line, Neighborhood Street",42.879264,-78.744233,1,range_interpolation,54,"Hillpine Rd",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B474601,S,"$113,000","$109,900","$113,000","62 Danielle DR",14227,14227,3,1.1,"1,280",RES,"$108,100",Full,"Cable TV Available, Deck, Fully Fenced Yard, Storage","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Other - See Remarks, Sliding Glass Door, Sump Pump, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Living Room, Master Bedroom Bath, Porch - Open",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/23/2015,07/30/2015,,05/19/2015,6,Concrete,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","No Garage",Gas,,05/13/2015,"Exclusive Right To Sell",105,50,"Other - See Remarks",42.866941,-78.742585,1,range_interpolation,62,"Danielle Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B474971,S,"$113,000","$119,500","$113,000","87 Farmingdale RD",14225,,3,2.0,"1,307",RES,"$91,900","Full, Partially Finished","Deck, Partially Fenced Yard","Copper Plumbing - Some","1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-1st Floor, Porch - Open",Shed,None,,NEW,Cheektowaga,$0,08/20/2015,08/25/2015,,05/18/2015,0,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",,Gas,,05/18/2015,"Exclusive Right To Sell",130,70,"Neighborhood Street",42.940501,-78.750019,1,range_interpolation,87,"Farmingdale Rd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B483192,S,"$112,250","$114,900","$112,250","26 Ravenswood Ter",14225,14225,3,1.0,951,RES,"$106,900","Finished, Full","Cable TV Available, Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",,Partial,,NEW,Cheektowaga,$0,11/12/2015,11/16/2015,,09/10/2015,22,Concrete,,"Hardwood-Some, Wall To Wall Carpet-Some","No Garage",Gas,,08/19/2015,"Exclusive Right To Sell",129,48,"Neighborhood Street",42.947701,-78.772527,1,range_interpolation,26,"Ravenswood Ter",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B475168,S,"$112,000","$109,900","$112,000","199 Vern LN",14227,14227,3,2.0,"1,337",RES,"$110,000","Full, Partially Finished","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Laundry-Basement, Living Room, Porch - Open",,None,,NEW,Cheektowaga,$0,08/07/2015,08/12/2015,,05/26/2015,7,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,05/19/2015,"Exclusive Right To Sell",120,66,"Near Bus Line, Neighborhood Street",42.893385,-78.757289,1,range_interpolation,199,"Vern Ln",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B476006,S,"$112,000","$123,800","$112,000","3 Rosemead",14227,,3,1.0,"1,176",RES,"$105,000","Partially Finished","Awning, Fully Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Possible Additional Bedroom",,"Crawl Space",,NEW,Cheektowaga,$0,08/31/2015,08/31/2015,,06/10/2015,14,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,05/27/2015,"Exclusive Right To Sell",107,50,"Near Bus Line, Neighborhood Street",42.893239,-78.760226,1,range_interpolation,3,"Rosemead Ln",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B470371,S,"$111,000","$114,900","$111,000","34 Algiers LN",14225,14225,3,1.1,"1,180",RES,"$100,500",Full,"Garage Door Opener, Partially Fenced Yard","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Other - See Remarks, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",,"Scuttle Access",,NEW,Cheektowaga,$0,05/08/2015,05/14/2015,,03/29/2015,6,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,03/23/2015,"Exclusive Right To Sell",115,60,"Neighborhood Street",42.912224,-78.747994,1,range_interpolation,34,"Algiers Ln",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B484513,S,"$111,000","$108,000","$111,000","101 W Melcourt DR",14225,,4,1.0,"1,200",RES,"$83,900",Full,"Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Electrical Fuses - some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,11/12/2015,11/17/2015,,09/14/2015,7,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,09/07/2015,"Exclusive Right To Sell",98,53,"Neighborhood Street",42.923049,-78.768065,1,range_interpolation,101,"W Melcourt Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B470350,S,"$110,500","$114,000","$110,500","26 Donald DR",14225,14225,3,2.0,"1,462",RES,"$87,900",Full,"Awning, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Skylight, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Guest Suite, Laundry-Basement, Living Room, Porch - Open",,Partial,,NEW,Cheektowaga,$0,05/29/2015,06/10/2015,,04/02/2015,12,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/21/2015,"Exclusive Right To Sell",150,50,"Near Bus Line, Neighborhood Street",42.926886,-78.759744,1,range_interpolation,26,"Donald Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B464365,S,"$110,000","$110,000","$110,000","61 Yeager DR",14225,,4,1.1,"1,232",RES,"$52,000","Full, Partially Finished","Cable TV Available, Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some","Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,02/06/2015,02/23/2015,,11/11/2014,4,Concrete,,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,11/07/2014,"Exclusive Right To Sell",150,50,"Near Bus Line",42.943141,-78.760254,1,range_interpolation,61,"Yeager Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B473065,S,"$110,000","$109,900","$110,000","16 S Huxley DR",14225,14225,3,1.1,"1,387",RES,"$86,300",Full,"Cable TV Available, Deck, Fully Fenced Yard, Pool-Above Ground","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool, Sump Pump","1st Floor Bedroom, Bonus Room, Family Room, Living Room",Shed,Partial,,NEW,Cheektowaga,$0,07/17/2015,08/13/2015,,05/01/2015,5,Concrete,,"Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,04/26/2015,"Exclusive Right To Sell",131,50,"Neighborhood Street",42.936637,-78.776157,1,range_interpolation,16,"S Huxley Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B478948,S,"$110,000","$108,600","$110,000","80 W Melcourt DR",14225,14043,3,2.0,"1,344",RES,"$90,600",Full,"Partially Fenced Yard, Patio, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Sump Pump","1st Floor Bedroom, Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath",,"Crawl Space",,NEW,Cheektowaga,$0,10/13/2015,10/25/2015,,07/15/2015,16,Concrete,,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,06/29/2015,"Exclusive Right To Sell",98,54,"Neighborhood Street, Secondary Road",42.922601,-78.768361,1,range_interpolation,80,"W Melcourt Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B479346,S,"$110,000","$104,500","$110,000","263 Merrymont RD",14225,14225,3,2.0,"1,334",RES,"$89,000",Full,"Other - See Remarks","Ceiling Fan","1st Floor Master Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,10/13/2015,10/21/2015,,07/09/2015,6,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,07/03/2015,"Exclusive Right To Sell",155,50,"Neighborhood Street",42.946285,-78.782518,1,range_interpolation,263,"Merrymont Rd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B485559,S,"$110,000","$114,900","$110,000","271 Woodridge AVE",14225,14225,3,1.1,"1,411",RES,"$86,000",Full,"Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Living Room, Porch - Enclosed, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,"$1,000",11/30/2015,12/03/2015,,09/28/2015,7,Concrete,,"Linoleum/Vinyl, Tile-Some, Wood-Some",Detached,Gas,,09/21/2015,"Exclusive Right To Sell",162,50,"Neighborhood Street",42.944092,-78.777431,1,range_interpolation,271,"Woodridge Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B471627,S,"$109,900","$109,900","$109,900","85 Marilyn DR",14225,14225,3,1.0,"1,550",RES,"$96,900","Full, Partially Finished","Awning, Deck, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Porch - Open",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/07/2015,07/10/2015,,04/14/2015,6,Concrete,,"Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,04/08/2015,"Exclusive Right To Sell",154,44,"Cul De Sac, Neighborhood Street",42.934834,-78.746683,1,range_interpolation,85,"Marilyn Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B465423,S,"$108,000","$114,900","$108,000","30 Andres Pl",14225,14086,3,2.0,"1,248",RES,"$92,742","Full, Partially Finished","Awning, Fully Fenced Yard, Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Workshop",,Full,,NEW,Cheektowaga,$0,02/04/2015,02/04/2015,,12/23/2014,19,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,12/04/2014,"Exclusive Right To Sell",95,56,"Neighborhood Street",42.920227,-78.774013,1,range_interpolation,30,"Andres Pl",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B474201,S,"$108,000","$109,999","$108,000","294 Fonda DR",14225,14225,3,1.1,"1,484",RES,"$96,000",Slab,"Cable TV Available, Fully Fenced Yard, Patio, Pool-Above Ground, Storage, Thermal Windows - Some","Circuit Breakers - Some, Sliding Glass Door","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Other - See Remarks",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/30/2015,08/25/2015,,05/21/2015,14,Concrete,,"Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,05/07/2015,"Exclusive Right To Sell",319,50,"Secondary Road",42.928839,-78.764259,1,range_interpolation,294,"Fonda Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B484152,S,"$108,000","$109,900","$108,000","526 Mount Vernon RD",14226,14226,3,1.1,"1,522",RES,"$86,900",Full,"Garage Door Opener, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open, Porch - Screened",,"Crawl Space",,NEW,Cheektowaga,$0,10/21/2015,10/29/2015,,09/29/2015,28,Concrete,,Hardwood-Some,Detached,Gas,,09/01/2015,"Exclusive Right To Sell",75,80,"Near Bus Line",42.949081,-78.787673,0.8,range_interpolation,526,"Mount Vernon Rd",Buffalo,NY,"Erie County",14226,"Erie County"
1001,B465299,S,"$107,900","$109,900","$107,900","121 Woodridge AVE",14225,14225,3,1.0,"1,395",RES,"$83,500",Full,"Garage Door Opener, Partially Fenced Yard, Patio, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Foyer/Entry Hall, Laundry-Basement",Shed,"Crawl Space",,NEW,Cheektowaga,$0,03/03/2015,03/30/2015,,12/28/2014,26,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,12/02/2014,"Exclusive Right To Sell",162,50,"Primary Road",42.940001,-78.777286,1,range_interpolation,121,"Woodridge Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B466663,S,"$107,000","$109,900","$107,000","54 Miami PKWY",14225,14225,3,2.0,"1,274",RES,"$90,000",Full,"Fully Fenced Yard, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Dry Bar, Sump Pump","1st Floor Bedroom",,"Crawl Space",,NEW,Cheektowaga,$0,03/20/2015,04/01/2015,,01/17/2015,9,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,01/08/2015,"Exclusive Right To Sell",178,52,"Cul De Sac",42.920321,-78.763458,1,range_interpolation,54,"Miami Pkwy",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B474697,S,"$107,000","$114,900","$107,000","80 Federal AVE",14225,,3,2.0,"1,204",RES,"$86,000",Full,"Cable TV Available, Other - See Remarks, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room, Master Bedroom Bath",,"Crawl Space",,NEW,Cheektowaga,$0,07/21/2015,07/31/2015,,05/22/2015,9,Blacktop,,"Hardwood-Some, Linoleum/Vinyl",Detached,Gas,,05/13/2015,"Exclusive Right To Sell",115,86,"Near Bus Line",42.94003,-78.758595,1,range_interpolation,80,"Federal Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B480533,S,"$107,000","$104,900","$107,000","29 Bay LN",14225,14225,4,1.1,"1,220",RES,"$96,000","Full, Partially Finished","Fully Fenced Yard, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,$0,10/13/2015,10/14/2015,,07/21/2015,4,Concrete,,"Ceramic-Some, Hardwood-Some",Attached,Gas,,07/17/2015,"Exclusive Right To Sell",105,52,"Neighborhood Street",42.927035,-78.72867,1,range_interpolation,29,"Bay Ln",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B468388,S,"$106,900","$109,900","$106,900","91 Kilbourne RD",14225,14225,3,1.0,"1,692",RES,"$97,600",Full,"Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Skylight, Sliding Glass Door","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room",,Partial,,NEW,Cheektowaga,$0,04/20/2015,04/22/2015,,03/03/2015,22,Concrete,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,02/09/2015,"Exclusive Right To Sell",120,51,"Neighborhood Street, Wooded Lot",42.919789,-78.777147,1,range_interpolation,91,"Kilbourne Rd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B484383,S,"$106,000","$99,000","$106,000","75 Peoria AVE",14206,14206,3,2.0,"1,144",RES,"$89,200",Full,"Fully Fenced Yard, Patio, Storage","Circuit Breakers - Some, Security System - Owned, Sump Pump","1st Floor Master Bedroom, Laundry-Basement",Shed,"Crawl Space",,NEW,Cheektowaga,$0,11/30/2015,12/04/2015,,09/21/2015,18,Concrete,,"Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,09/03/2015,"Exclusive Right To Sell",108,60,"Near Bus Line, Neighborhood Street",42.886066,-78.780118,1,range_interpolation,75,"Peoria Ave",Buffalo,NY,"Erie County",14206,"Erie County"
1001,B470905,S,"$105,900","$109,900","$105,900","98 Peoria AVE",14206,14206,3,2.0,"1,335",RES,"$83,100",Full,"Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Sump Pump","Basement / Rec Room, Laundry-Basement, Living Room, Other - See Remarks",,None,,NEW,Cheektowaga,$0,07/21/2015,07/21/2015,,04/13/2015,14,Blacktop,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/30/2015,"Exclusive Right To Sell",108,48,"Neighborhood Street",42.886444,-78.78041,1,range_interpolation,98,"Peoria Ave",Buffalo,NY,"Erie County",14206,"Erie County"
1001,B469434,S,"$105,000","$112,000","$105,000","94 Laurentian DR",14225,14225,3,1.0,"1,466",RES,"$95,000","Full, Partially Finished","Awning, Cable TV Available, Fully Fenced Yard, Garage Door Opener, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Laundry-Basement, Living Room, Workshop",,Partial,,NEW,Cheektowaga,$0,05/29/2015,06/10/2015,,03/30/2015,25,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some",Detached,Gas,,03/05/2015,"Exclusive Right To Sell",117,50,"Near Bus Line, Neighborhood Street",42.926106,-78.764587,1,range_interpolation,94,"Laurentian Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B470141,S,"$105,000","$112,000","$105,000","49 Aurora DR",14215,14215,3,1.0,"1,272",RES,"$86,000",Full,"Awning, Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Leased, Security System - Owned, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Living Room, Porch - Enclosed, Porch - Open",,"Scuttle Access",,NEW,Cheektowaga,$0,05/08/2015,05/13/2015,,03/23/2015,5,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/18/2015,"Exclusive Right To Sell",125,50,"Near Bus Line, Neighborhood Street",42.943074,-78.785604,1,range_interpolation,49,"Aurora Dr",Buffalo,NY,"Erie County",14215,"Erie County"
1001,B472111,S,"$105,000","$114,000","$105,000","35 David AVE",14225,14225,3,2.0,"1,622",RES,"$60,000",Full,"Cable TV Available, Deck, Fully Fenced Yard, Hot Tub","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Laundry-1st Floor, Living Room",,None,,NEW,Cheektowaga,$0,07/10/2015,07/22/2015,,04/21/2015,7,Blacktop,,Hardwood-Some,Detached,Gas,,04/14/2015,"Exclusive Right To Sell",135,60,"Near Bus Line, Neighborhood Street",42.917902,-78.793009,1,range_interpolation,35,"David Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B472720,S,"$105,000","$102,900","$105,000","277 Burke DR",14215,14215,3,1.0,"1,534",RES,"$85,000",Full,"Awning, Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Family Room, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,$0,07/06/2015,07/06/2015,,04/29/2015,9,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some",Attached,Gas,,04/20/2015,"Exclusive Right To Sell",130,52,"Near Bus Line",42.946913,-78.794274,1,range_interpolation,277,"Burke Dr",Buffalo,NY,"Erie County",14215,"Erie County"
1001,B474634,S,"$105,000","$110,000","$105,000","40 Isabelle RD",14225,14225,3,1.0,910,RES,"$80,000",Finished,"Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet","Circuit Breakers - Some, Copper Plumbing - Some",Laundry-Basement,,"Crawl Space, Scuttle Access",,NEW,Cheektowaga,$975,08/10/2015,08/13/2015,,05/16/2015,3,Blacktop,,"Hardwood-Some, Tile-Some",Detached,Gas,,05/13/2015,"Exclusive Right To Sell",175,50,"Near Bus Line, Neighborhood Street",42.944256,-78.745962,1,range_interpolation,40,"Isabelle Rd",Buffalo,NY,"Erie County",14225,"Erie County"
