"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"501","B478740","S","$376,000","$389,900","$376,000","482 Linwood AVE","0.12","2.5","","1.0","14209","14209","4","3.0","2,636","7","0","3","$145,000","115","Full","Garage Door Opener, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Whirlpool Tub","Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Finished, Full, Stair Access","","NEW","Buffalo","$1,543","08/31/2015","09/07/2015","","06/30/2015","4","Concrete, Concrete - Stamped","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","06/26/2015","Exclusive Right To Sell","90","59","Corner Lot, Near Bus Line, Neighborhood Street, Preservation District"
"501","B477277","S","$365,000","$379,900","$365,000","20 Fordham DR","0.11","1.3","","2.0","14216","14202","4","3.0","1,909","8","0","3","$177,000","90","Full","Cable TV Available, Partially Fenced Yard","Dry Bar, Leaded Glass - some, Natural Woodwork - some","1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Buffalo","$1,577","08/20/2015","08/20/2015","","06/26/2015","16","Blacktop","","Ceramic-Some, Hardwood-Some","Detached","Gas","","06/10/2015","Exclusive Right To Sell","122","39","Neighborhood Street"
"501","B484750","S","$355,000","$369,000","$355,000","204 Woodbridge AVE","0.21","2","","2.5","14214","","3","2.1","2,645","9","1","2","$275,000","105","Full, Partially Finished","Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some, Stained Glass - Some","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath","","Finished, Full, Stair Access","","NEW","Buffalo","$4,565","11/12/2015","11/14/2015","","09/21/2015","11","Blacktop","","Ceramic-Some, Hardwood-Some","Detached","Gas","","09/10/2015","Exclusive Right To Sell","150","60","Neighborhood Street"
"501","B481931","S","$351,000","$339,000","$351,000","99 Linden AVE","0.13","2.5","","2.0","14214","14214","4","2.1","1,920","9","1","2","$199,700","57","Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned","Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Laundry-Basement, Living Room, Master Bedroom Bath","","Full, Stair Access","","NEW","Buffalo","$3,660","10/19/2015","12/02/2015","","08/16/2015","13","Concrete, Double Wide","","Linoleum/Vinyl, Marble-Some, Wood-Some","Attached","Gas","","08/03/2015","Exclusive Right To Sell","100","55","Corner Lot, Near Bus Line, Neighborhood Street"
"501","B474696","S","$350,000","$350,000","$350,000","6 Claremont AVE","0.11","2","","2.0","14222","14222","6","2.1","2,514","7","1","2","$150,000","121","Full","Other - See Remarks","Circuit Breakers - Some, Leaded Glass - some, Natural Woodwork - some","Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Finished","","NEW","Buffalo","$2,938","07/17/2015","07/24/2015","","05/22/2015","9","Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","05/13/2015","Exclusive Right To Sell","104","46","Near Bus Line, Neighborhood Street, Preservation District"
"501","B476450","S","$350,000","$349,900","$350,000","371 Starin AVE","0.13","3","","2.5","14216","14216","4","3.2","3,029","10","2","3","$252,000","85","Finished, Full","Awning, Fully Fenced Yard, Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some, Security System - Owned","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-Basement, Living Room, Morning Room, Porch - Open","","Finished, Full","","NEW","Buffalo","$2,671","07/27/2015","10/22/2015","","06/15/2015","13","Concrete","","Hardwood-Some, Laminate-Some, Tile-Some","Detached","Gas","","06/02/2015","Exclusive Right To Sell","140","40","Near Bus Line, Neighborhood Street"
"501","B479322","S","$345,000","$355,000","$345,000","345 Virginia ST","0.09","2","","0.0","14201","14201","2","2.1","1,900","7","1","2","$56,500","115","Exterior Walkout, Full","Fully Fenced Yard, High Speed Internet, Patio","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Leased","Family Room, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Master Bedroom Bath, Porch - Open","","None","","NEW","Buffalo","$594","09/04/2015","09/08/2015","","07/14/2015","12","Concrete - Stamped","","Hardwood-Some, Marble-Some","No Garage","Gas","","07/02/2015","Exclusive Right To Sell","125","32","Near Bus Line"
"501","B477875","S","$337,000","$349,900","$337,000","334 Ashland AVE","0.06","2","","1.0","14222","14222","4","1.1","2,438","9","1","1","$120,000","117","Full","Deck, Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Laundry-Basement, Porch - Enclosed","","Crawl Space","","NEW","Buffalo","$2,351","08/28/2015","09/01/2015","","06/23/2015","6","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some","Attached","Gas","","06/17/2015","Exclusive Right To Sell","83","32","Near Bus Line, Neighborhood Street, Primary Road"
"501","B466531","S","$334,000","$309,900","$334,000","139 Dorchester RD","0.13","2","","1.5","14213","14213","4","1.1","2,003","8","1","1","$185,000","107","Full","Cable TV Available, Fully Fenced Yard","Attic Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door","Family Room, Foyer/Entry Hall, Living Room, Porch - Open, Workshop","","Full","","NEW","Buffalo","$1,961","03/18/2015","04/13/2015","","01/13/2015","7","Concrete","","Hardwood-Some, Tile-Some","Detached","Gas","","01/06/2015","Exclusive Right To Sell","138","40","Near Bus Line, Neighborhood Street"
"501","B476544","S","$330,000","$365,000","$330,000","591 Lafayette AVE","0.11","3.5","","1.0","14222","14222","5","2.1","2,991","11","1","2","$260,000","130","Full","Fully Fenced Yard, Wood Screens/Storms-some","Circuit Breakers - Some, Copper Plumbing - Some, Electrical Fuses - some, Natural Woodwork - some, Stained Glass - Some","Bonus Room, Den/Study, Laundry-1st Floor, Living Room, Other - See Remarks","","Full","","NEW","Buffalo","$2,723","07/24/2015","07/30/2015","","06/09/2015","6","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","06/03/2015","Exclusive Right To Sell","103","45","Near Bus Line, Neighborhood Street"
"501","B476551","S","$330,000","$325,000","$330,000","827 Potomac AVE","0.08","3","","3.0","14209","14209","3","1.2","1,601","7","2","1","$145,000","95","Full","Balcony, Deck, Fully Fenced Yard, Garage Door Opener, Hot Tub","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some","Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","","Finished, Full","","NEW","Buffalo","$2,840","08/13/2015","08/14/2015","","06/15/2015","12","Concrete, Shared","","Hardwood-Some","Detached","Gas","","06/03/2015","Exclusive Right To Sell","110","33","Near Bus Line, Neighborhood Street"
"501","B487881","S","$330,000","$329,900","$330,000","117 Highland AVE","0.07","2.5","","0.0","14222","14222","3","2.0","2,922","8","0","2","$210,000","115","Full","Cable TV Available, Deck, Fully Fenced Yard, Patio","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some","Florida/Sun Room- Heated, Foyer/Entry Hall, Living Room, Master Bedroom Bath, Office","","Finished, Full","","NEW","Buffalo","$2,226","12/25/2015","01/13/2016","","10/25/2015","0","None","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","No Garage","Gas","","10/25/2015","Exclusive Right To Sell","102","30","Neighborhood Street"
"501","B474236","S","$329,900","$329,900","$329,900","15 Rachel Vincent WAY","0.13","2","","2.0","14216","14216","3","2.1","2,126","8","1","2","$295,000","2","Full, Partially Finished","Other - See Remarks","Circuit Breakers - Some, Sliding Glass Door","Basement / Rec Room, Bonus Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open, Possible Additional Bedroom, Roughed In Bath","","Crawl Space","","NEW","Buffalo","$1,672","07/08/2015","07/14/2015","","05/15/2015","7","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/08/2015","Exclusive Right To Sell","90","65","Near Bus Line"
"501","B464281","S","$325,000","$339,000","$325,000","293 Highland AVE","0.09","2","","0.0","14222","14222","4","1.1","2,764","7","1","1","$190,000","114","Full","Awning, Deck, Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Laundry-1st Floor, Living Room, Porch - Open","","Full, Unfinished","","NEW","Buffalo","$3,722","01/19/2015","01/23/2015","","11/20/2014","15","Concrete","","Hardwood-Some, Tile-Some","","Gas","","11/05/2014","Exclusive Right To Sell","113","35","Near Bus Line, Neighborhood Street"
"501","B486470","S","$320,000","$295,000","$320,000","241 Norwood AVE","0.07","3","","0.0","14222","14222","4","1.2","3,187","12","2","1","$190,000","91","Full","Cable TV Available, Fully Fenced Yard, Patio, Private Yard - see Remarks, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Electrical Fuses - some, Leaded Glass - some, Natural Woodwork - some","Foyer/Entry Hall, Laundry-Basement, Porch - Open","","Finished, Full","","NEW","Buffalo","$3,722","12/29/2015","12/29/2015","","10/20/2015","15","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","No Garage","Gas","","10/05/2015","Exclusive Right To Sell","61","50","Corner Lot, Near Bus Line, Neighborhood Street"
"501","B474384","S","$315,000","$319,900","$315,000","360 Woodward AVE","0.09","3","","2.0","14214","14214","5","1.1","2,254","11","1","1","$210,000","95","Full","Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some, Stained Glass - Some","Bonus Room, Foyer/Entry Hall, Laundry-Basement","","Finished, Full","","NEW","Buffalo","$0","07/14/2015","07/22/2015","","05/19/2015","9","Concrete","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","05/10/2015","Exclusive Right To Sell","102","37","Near Bus Line"
"501","B489511","S","$314,180","$314,180","$314,180","23 Elmhurst Pl","0.14","2","","2.0","14216","14075","3","1.0","2,137","7","0","1","$11,400","0","Full","Patio","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, Den/Study, Laundry-1st Floor","","Crawl Space","","NEW","Buffalo","$1","12/28/2015","01/04/2016","","11/23/2015","0","Concrete","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","11/23/2015","Exclusive Right To Sell","105","60","Near Bus Line"
"501","B472306","S","$310,000","$284,900","$310,000","458 Vermont ST","0.22","2","","1.0","14213","14214","4","2.0","3,084","9","0","2","$35,000","115","Full","Balcony, Cable TV Available, Fully Fenced Yard, Garage Door Opener, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Electrical Fuses - some, Natural Woodwork - some, Pex Plumbing- Some, Security System - Owned, Sump Pump","1st Floor Bedroom, Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Other - See Remarks, Porch - Open","","Full, Stair Access","","NEW","Buffalo","$307","07/03/2015","07/14/2015","","04/23/2015","6","Blacktop, Concrete","","Ceramic-Some, Hardwood-Some","Detached","Gas","","04/17/2015","Exclusive Right To Sell","125","75","Near Bus Line, Neighborhood Street"
"501","B468279","S","$305,000","$279,000","$305,000","202 Richmond AVE","0.09","2","","2.5","14222","14222","4","1.1","2,090","7","1","1","$165,000","120","Full","Cable TV Available, Other - See Remarks, Partially Fenced Yard","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Security System - Owned, Stained Glass - Some","Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Full, Partially Finished, Stair Access","","NEW","Buffalo","$325","04/29/2015","05/13/2015","","02/15/2015","6","Concrete","","Hardwood-Some, Linoleum/Vinyl","Detached","Gas","","02/09/2015","Exclusive Right To Sell","114","35","Near Bus Line, Neighborhood Street"
"501","B477732","S","$305,000","$299,900","$305,000","837 Potomac AVE","0.08","3","","3.0","14209","","3","1.2","1,978","7","2","1","$165,000","95","Full","Balcony, Cable TV Available, Patio","Cedar Closets, Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some, Security System - Leased","Bonus Room, Den/Study, Family Room, Laundry-Basement, Master Bedroom Bath, Porch - Open","","Full, Partially Finished","","NEW","Buffalo","$3,232","08/21/2015","08/24/2015","","06/20/2015","5","Concrete, Shared","","Hardwood-Some","Detached","Gas","","06/15/2015","Exclusive Right To Sell","110","32","Near Bus Line, Neighborhood Street"
"501","B472246","S","$302,000","$289,900","$302,000","217 Summit AVE","0.16","2","","1.5","14214","14214","3","2.1","1,920","7","1","2","$139,000","106","Full","Cable TV Available, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Natural Woodwork - some","Den/Study, Foyer/Entry Hall, Living Room","","Full","","NEW","Buffalo","$2,634","07/21/2015","07/21/2015","","04/26/2015","10","Concrete","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","04/16/2015","Exclusive Right To Sell","178","40","Near Bus Line"
"501","B465293","S","$300,000","$299,888","$300,000","707 Auburn AVE","0.10","2","","0.0","14222","14150","3","1.1","1,632","10","1","1","$135,000","114","Full","Cable TV Available, Partially Fenced Yard","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","Bonus Room, Den/Study, Foyer/Entry Hall, Laundry-Basement, Living Room","","Finished, Full","","NEW","Buffalo","$1,434","02/06/2015","02/18/2015","","12/09/2014","8","Concrete, Parking Area","","Ceramic-Some, Hardwood-Some, Marble-Some, Tile-Some, Wall To Wall Carpet-Some","No Garage","Gas","","12/01/2014","Exclusive Right To Sell","175","25","Near Bus Line, Neighborhood Street"
"501","B480798","S","$299,900","$299,900","$299,900","324 Pennsylvania ST","0.08","2","","0.0","14201","14201","3","1.1","2,280","9","1","1","$45,000","113","Full","Cable TV Available, Fully Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Pex Plumbing- Some","Laundry-1st Floor, Living Room, Office, Porch - Open","","Full, Partially Finished","","NEW","Buffalo","$503","10/25/2015","10/26/2015","","07/25/2015","5","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","No Garage","Gas","","07/20/2015","Exclusive Right To Sell","120","30","Near Bus Line, Preservation District"
"501","B473137","S","$295,000","$299,000","$295,000","201 Summer ST","0.21","2","","2.0","14222","43061","3","2.1","1,960","8","1","2","$265,000","65","Partial","Cable TV Available, Deck, Garage Door Opener, Partially Fenced Yard, Private Yard - see Remarks","Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sump Pump","Den/Study, Family Room, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Buffalo","$2,331","06/25/2015","07/10/2015","","04/27/2015","0","Blacktop, Common, Parking Area, Shared","","Ceramic-Some, Hardwood-Some","Attached","Gas","","04/27/2015","Exclusive Right To Sell","84","100","Near Bus Line, Neighborhood Street"
"501","B478457","S","$292,700","$299,000","$292,700","58 Days PARK","0.07","2","","0.0","14201","14201","3","1.1","2,186","9","1","1","$65,000","125","Crawl Space, Partial","Cable TV Available, Deck, Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some","Den/Study, Laundry-Basement, Library, Living Room, Porch - Open","","Partial","","NEW","Buffalo","$922","09/04/2015","10/27/2015","","06/30/2015","7","Concrete","","Ceramic-Some, Wall To Wall Carpet-Some, Wood-Some","","Gas","","06/23/2015","Exclusive Right To Sell","114","26","Near Bus Line, Neighborhood Street, Preservation District"
"501","B476393","S","$292,500","$294,900","$292,500","424 Jersey ST","0.09","2.5","","0.0","14213","14213","3","2.0","2,556","12","0","2","$190,000","85","Full","Cable TV Available, Deck, Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Stained Glass - Some","Bonus Room, Den/Study, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Morning Room, Porch - Open, Possible Additional Bedroom","","Full","","NEW","Buffalo","$2,126","08/10/2015","08/26/2015","","06/13/2015","12","None","","Ceramic-Some, Hardwood-Some","No Garage","Gas","","06/01/2015","Exclusive Right To Sell","123","31","Near Bus Line, Neighborhood Street"
